Component	HOST	Service	STATE	OUPUT	NOTIFICATION_STATUS	COMMENT_ENTRY_TIME	COMMENT_AUTHOR	COMMENT_DATA	DOWNTIME_START	DOWNTIME_END	DOWNTIME_DURATION	IS_DOWNTIME	IS_ACKNOWLEDGED	DOWNTIME_AUTHOR	DOWNTIME_COMMENT	
Servicestatus	csx-a-nova1-035	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-035	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-035.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:56 to 11-29-2016 18:51:56.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:56 2016	Wed Nov 30 00:21:56 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-036	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-036	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-036.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:56 to 11-29-2016 18:51:56.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:56 2016	Wed Nov 30 00:21:56 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-037	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-037	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-037.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:58 to 11-29-2016 18:51:58.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:58 2016	Wed Nov 30 00:21:58 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-038	IPMI Sensor Summary	CRITICAL	CRIT - CRIT are: DDR3_P1_C0_ECC is 16500.000 error	ENABLED	Thu Nov  3 23:24:02 2016	jareking	CCS000029102	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-038	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-038	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-038.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:58 to 11-29-2016 18:51:58.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:58 2016	Wed Nov 30 00:21:58 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-039	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-039	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-039.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:52:34 to 11-29-2016 18:52:34.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:22:34 2016	Wed Nov 30 00:22:34 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-040	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-040	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-040.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:52:34 to 11-29-2016 18:52:34.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:22:34 2016	Wed Nov 30 00:22:34 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-041	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-041	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-041.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:52:18 to 11-29-2016 18:52:18.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:22:18 2016	Wed Nov 30 00:22:18 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-042	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-042	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-042.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:52:43 to 11-29-2016 18:52:43.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:22:43 2016	Wed Nov 30 00:22:43 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-043	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-043	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-043.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:52:41 to 11-29-2016 18:52:41.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:22:41 2016	Wed Nov 30 00:22:41 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-044	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-044	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-044.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:52:43 to 11-29-2016 18:52:43.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:22:43 2016	Wed Nov 30 00:22:43 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-046	Controller_Status	CRITICAL	CRIT - 1 controller error [Battery State: Degraded(Need Attention)] (checked: 1480383302)	ENABLED	Wed Nov  2 01:06:07 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-046	Virtual_Drive_Status	CRITICAL	CRIT - 1 virtual drive problem [0/0/RAID1: OptlYesRWTD)] (checked: 1480392301)	ENABLED	Wed Nov  2 03:22:10 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-046	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-047	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-047	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-047.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:52:34 to 11-29-2016 18:52:34.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:22:34 2016	Wed Nov 30 00:22:34 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-048	Controller_Status	CRITICAL	CRIT - 1 controller error [Battery State: Degraded(Need Attention)] (checked: 1480383301)	ENABLED	Wed Nov  2 01:06:07 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-048	Virtual_Drive_Status	CRITICAL	CRIT - 1 virtual drive problem [0/0/RAID1: OptlYesRWTD)] (checked: 1480392301)	ENABLED	Wed Nov  2 03:22:10 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-048	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-048	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-048.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:52:43 to 11-29-2016 18:52:43.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:22:43 2016	Wed Nov 30 00:22:43 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-049	Controller_Status	CRITICAL	CRIT - 1 controller error [Battery State: Degraded(Need Attention)] (checked: 1480383301)	ENABLED	Wed Nov  2 01:06:07 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-049	Virtual_Drive_Status	CRITICAL	CRIT - 1 virtual drive problem [0/0/RAID1: OptlYesRWTD)] (checked: 1480392301)	ENABLED	Wed Nov  2 03:22:10 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-049	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-049	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-049.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:52:40 to 11-29-2016 18:52:40.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:22:40 2016	Wed Nov 30 00:22:40 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-050	Controller_Status	CRITICAL	CRIT - 1 controller error [Battery State: Degraded(Need Attention)] (checked: 1480383302)	ENABLED	Wed Nov  2 01:06:07 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-050	Virtual_Drive_Status	CRITICAL	CRIT - 1 virtual drive problem [0/0/RAID1: OptlYesRWTD)] (checked: 1480392301)	ENABLED	Wed Nov  2 03:22:10 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-050	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-050	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-050.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:52:23 to 11-29-2016 18:52:23.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:22:23 2016	Wed Nov 30 00:22:23 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-051	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-052	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-053	Controller_Status	CRITICAL	CRIT - 1 controller error [Battery State: Degraded(Need Attention)] (checked: 1480383302)	ENABLED	Wed Nov  2 01:06:07 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-053	Virtual_Drive_Status	CRITICAL	CRIT - 1 virtual drive problem [0/0/RAID1: OptlYesRWTD)] (checked: 1480392301)	ENABLED	Wed Nov  2 03:22:12 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-053	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-053	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-053.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:52:23 to 11-29-2016 18:52:23.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:22:23 2016	Wed Nov 30 00:22:23 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-054	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-054	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-054.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:52:23 to 11-29-2016 18:52:23.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:22:23 2016	Wed Nov 30 00:22:23 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-055	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-055	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-055.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:52:23 to 11-29-2016 18:52:23.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:22:23 2016	Wed Nov 30 00:22:23 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-056	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-056	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-056.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:52:22 to 11-29-2016 18:52:22.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:22:22 2016	Wed Nov 30 00:22:22 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-057	Controller_Status	CRITICAL	CRIT - 1 controller error [Battery State: Degraded(Need Attention)] (checked: 1480383301)	ENABLED	Wed Nov  2 01:06:08 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-057	Virtual_Drive_Status	CRITICAL	CRIT - 1 virtual drive problem [0/0/RAID1: OptlYesRWTD)] (checked: 1480392301)	ENABLED	Wed Nov  2 03:22:12 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-057	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-058	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-059	Controller_Status	CRITICAL	CRIT - 1 controller error [Battery State: Degraded(Need Attention)] (checked: 1480383301)	ENABLED	Wed Nov  2 01:06:08 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-059	Virtual_Drive_Status	CRITICAL	CRIT - 1 virtual drive problem [0/0/RAID1: OptlYesRWTD)] (checked: 1480392301)	ENABLED	Wed Nov  2 03:22:12 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-059	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-060	Controller_Status	CRITICAL	CRIT - 1 controller error [Battery State: Degraded(Need Attention)] (checked: 1480383302)	ENABLED	Wed Nov  2 01:06:12 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-060	Virtual_Drive_Status	CRITICAL	CRIT - 1 virtual drive problem [0/0/RAID1: OptlYesRWTD)] (checked: 1480392301)	ENABLED	Wed Nov  2 03:22:12 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-060	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-060	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-060.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:20 to 11-29-2016 18:51:20.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:20 2016	Wed Nov 30 00:21:20 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-061	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-061	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-061.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:20 to 11-29-2016 18:51:20.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:20 2016	Wed Nov 30 00:21:20 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-062	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-062	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-062.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:47 to 11-29-2016 18:51:47.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:47 2016	Wed Nov 30 00:21:47 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-063	Controller_Status	CRITICAL	CRIT - 1 controller error [Battery State: Degraded(Need Attention)] (checked: 1480383302)	ENABLED	Wed Nov  2 01:06:12 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-063	Virtual_Drive_Status	CRITICAL	CRIT - 1 virtual drive problem [0/0/RAID1: OptlYesRWTD)] (checked: 1480392301)	ENABLED	Wed Nov  2 03:22:13 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-063	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-063	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-063.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:16 to 11-29-2016 18:51:16.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:16 2016	Wed Nov 30 00:21:16 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-064	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-064	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-064.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:17 to 11-29-2016 18:51:17.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:17 2016	Wed Nov 30 00:21:17 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-065	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-065	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-065.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:17 to 11-29-2016 18:51:17.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:17 2016	Wed Nov 30 00:21:17 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-066	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-066	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-066.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:20 to 11-29-2016 18:51:20.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:20 2016	Wed Nov 30 00:21:20 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-067	Controller_Status	CRITICAL	CRIT - 1 controller error [Battery State: Degraded(Need Attention)] (checked: 1480383302)	ENABLED	Wed Nov  2 01:06:12 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-067	Virtual_Drive_Status	CRITICAL	CRIT - 1 virtual drive problem [0/0/RAID1: OptlYesRWTD)] (checked: 1480392301)	ENABLED	Wed Nov  2 03:22:13 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-067	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-067	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-067.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:20 to 11-29-2016 18:51:20.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:20 2016	Wed Nov 30 00:21:20 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-068	Controller_Status	CRITICAL	CRIT - 1 controller error [Battery State: Degraded(Need Attention)] (checked: 1480383301)	ENABLED	Wed Nov  2 01:06:12 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-068	Virtual_Drive_Status	CRITICAL	CRIT - 1 virtual drive problem [0/0/RAID1: OptlYesRWTD)] (checked: 1480392301)	ENABLED	Wed Nov  2 03:22:14 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-068	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-068	libvirt_cert_expiration_lt_90	OK	OK - Certificate 'csx-a-nova1-068.us-texas-3.cloud.cisco.com' will expire on Sun 19 Apr 2026 03:10:00 PM UTC.	ENABLED	Mon Nov 28 21:30:55 2016	jaru	This service has been scheduled for fixed downtime from 11-22-2016 06:51:46 to 11-29-2016 18:51:46.  Notifications for the service will not be sent out during that time period.	Tue Nov 22 12:21:46 2016	Wed Nov 30 00:21:46 2016	648000	1	NOT_ACKNOWLEDGED	jaru	Scheduling downtime	
Servicestatus	csx-a-nova1-069	Controller_Status	CRITICAL	CRIT - 1 controller error [Battery State: Degraded(Need Attention)] (checked: 1480383302)	ENABLED	Wed Nov  2 01:06:12 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-069	Virtual_Drive_Status	CRITICAL	CRIT - 1 virtual drive problem [0/0/RAID1: OptlYesRWTD)] (checked: 1480392301)	ENABLED	Wed Nov  2 03:22:14 2016	ossmonitoring	help_ca_to_ack	None	None	None	None	ACKNOWLEDGED	None	None	
Servicestatus	csx-a-nova1-069	check-mk-discovery	OK	OK - no unchecked services found	DISABLED	None	None	None	None	None	None	None	NOT_ACKNOWLEDGED	None	None	
